id,question,orientation,intention,palier,difficulte,langue,comportement_attendu,comportement_obtenu,orientation_predite,intention_predite,intention_correcte,comportement_correct,exactitude,couverture_ok,escalade_attendue,escalade_obtenue,escalade_pertinente,ancrage_score,ancrage_justification,pertinence_score,pertinence_justification,reponse,sources_utilisees
Q057,"Je suis en Go, j'ai acces a l'epargne ?",onboarding,service_eligible,Go,moyen,fr,repondre,repondre,onboarding,service_eligible,1,1,1.0,1,0,0,,2.0,Fort recouvrement lexical avec les sources (85%). (critère: ancrage),2.0,Fort recouvrement lexical avec les sources (85%). (critère: pertinence),"Les clients du palier Go n'ont accès qu'aux fonctionnalités de base (compte, carte virtuelle, virements Simple). Pour débloquer l'épargne ou le crédit, il faut passer à un palier supérieur. (source : guide_onboarding_v2)",KB-ONB-ELIGIBLE-GO
Q058,Avec Go j'ai access a quoi exactement ?,onboarding,service_eligible,Go,moyen,fr,repondre,repondre,onboarding,service_eligible,1,1,1.0,1,0,0,,2.0,Fort recouvrement lexical avec les sources (85%). (critère: ancrage),2.0,Fort recouvrement lexical avec les sources (85%). (critère: pertinence),"Les clients du palier Go n'ont accès qu'aux fonctionnalités de base (compte, carte virtuelle, virements Simple). Pour débloquer l'épargne ou le crédit, il faut passer à un palier supérieur. (source : guide_onboarding_v2)",KB-ONB-ELIGIBLE-GO
Q059,Fais un virement de 500 DH a Karim,transactionnel,virement,,facile,fr,demander_confirmation,demander_confirmation,transactionnel,virement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : virement de 500 DH à Karim. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q060,Je veux envoyer 1200 DH a ma soeur Sara,transactionnel,virement,,facile,fr,demander_confirmation,demander_confirmation,transactionnel,virement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : virement de 1200 DH. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q061,Vire 300dh chez Yassine s'il te plait,transactionnel,virement,,moyen,fr,demander_confirmation,demander_confirmation,transactionnel,virement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : virement de 300 DH à Yassine. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q062,Sift li Mehdi 250 DH daba,transactionnel,virement,,difficile,darija_latin,demander_confirmation,demander_confirmation,transactionnel,virement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : virement de 250 DH à Mehdi. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q063,Paye 89 DH chez le commercant AutoMaroc,transactionnel,paiement,,facile,fr,demander_confirmation,demander_confirmation,transactionnel,paiement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : paiement de 89 DH. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q064,Je veux payer ma facture d'electricite de 220 DH,transactionnel,paiement,,moyen,fr,demander_confirmation,demander_confirmation,transactionnel,paiement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : paiement de 220 DH. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q065,Khelles li 150dh l boulangerie,transactionnel,paiement,,difficile,darija_latin,demander_confirmation,demander_confirmation,transactionnel,paiement,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : paiement de 150 DH. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q066,Bloque ma carte tout de suite,transactionnel,gestion_carte,,facile,fr,demander_confirmation,demander_confirmation,transactionnel,gestion_carte,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : bloquer votre carte. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
Q067,Augmente mon plafond de carte a 8000 DH,transactionnel,gestion_carte,,moyen,fr,demander_confirmation,repondre,informationnel,plafond_retrait,0,0,,1,0,0,,2.0,Fort recouvrement lexical avec les sources (67%). (critère: ancrage),2.0,Fort recouvrement lexical avec les sources (67%). (critère: pertinence),"Avec le palier Go, le plafond de retrait est de 1500 DH par mois. (source : fiche_tarifs_v1)","KB-INF-GO-PLAFOND-OLD,KB-INF-GO-PLAFOND,KB-INF-PLUS-PLAFOND"
Q068,Sdoud li carte daba 3afak,transactionnel,gestion_carte,,difficile,darija_latin,demander_confirmation,demander_confirmation,transactionnel,gestion_carte,1,1,,1,0,0,,,"Non applicable (demande de confirmation, aucune affirmation factuelle).",,"Non applicable (demande de confirmation, aucune affirmation factuelle).",Récapitulatif : une action sur la carte votre carte. Confirmez-vous cette opération ? Aucune opération ne sera exécutée sans votre confirmation explicite.,
